STM,STM_lon,STM_lat,PROMODS_PO
815.0,13.6597839817104,45.9202168250146,VOGRSKO - ŠEMPETER
816.0,13.7810089289977,45.8978897851752,SELO  -  VOGRSKO
818.0,14.0057020569516,45.721522408586,PRIKLJ. SENOŽEČE
822.0,14.2411131622091,45.796704505547,UNEC - POSTOJNA
823.0,13.9333447880318,45.6114876374252,PRIKLJ. KOZINA - KP
824.0,14.2864167408004,45.8251955577054,PRIKLJ. UNEC - LJ
825.0,14.2882269579299,45.8235241857821,PRIKLJ. UNEC - KP
826.0,14.1979322163282,45.7614526201202,PRIKLJ. POSTOJNA - LJ
828.0,14.07590012802,45.7602628702397,PRIKLJ. RAZDRTO - LJ
829.0,14.0736907767916,45.7585983551742,PRIKLJ. RAZDRTO - KP
830.0,14.5976021012435,46.1053626361926,DOMŽALE - ŠENTJAKOB
831.0,14.6865089328502,46.1646452935565,PRIKLJ. LUKOVICA
832.0,14.4605208104169,46.0819552951341,LJ (ŠENTVID - PODUTIK)
834.0,14.7330617288651,46.1699722145465,BLAGOVICA - LUKOVICA
835.0,14.6519130217231,46.15361383024,PRIKLJ. KRTINA
836.0,14.924911244805,46.2179062876076,VRANSKO - TROJANE
837.0,15.658768579156,46.6198010950377,ŠENTILJ  -  PESNICA
838.0,15.5146218592459,46.3645879721382,SL.BISTRICA - SL.KONJICE
839.0,14.9884819607227,46.2559161202508,ŠENTRUPERT - VRANSKO
840.0,15.6713270731253,46.5131059875786,MB (PTUJSKA) - ROGOZA
841.0,16.1197613696644,46.5977301266387,VUČJA VAS - MURSKA SOBOTA
842.0,14.7753561662697,46.1704223228364,PRIKLJ.BLAGOVICA - CE
844.0,15.4761160396965,46.3395453198536,PRIKLJ. SL. KONJICE - MB
845.0,15.4756307097344,46.3390075154635,PRIKLJ. SL. KONJICE - CE
846.0,15.3925813093643,46.2628024968342,PRIKLJ. DRAMLJE - MB
847.0,15.392334776851,46.2627943500009,PRIKLJ. DRAMLJE - CE
848.0,15.6530385241173,46.4508359929527,PRIKLJ. FRAM  -  MB
849.0,15.6530662819077,46.4509797867202,PRIKLJ. FRAM -  CE
850.0,14.4517347892565,46.2108660870266,BRNIK  -  VODICE
851.0,14.6484962559844,46.1534324812896,PRIKLJ. KRTINA
853.0,14.4801488951751,46.1564737334705,VODICE  - LJ ( ŠMARTNO)
854.0,14.3267610557471,45.9912709904168,BREZOVICA - VRHNIKA
855.0,14.4476704059527,46.0479460176096,LJ (BRDO  -  KOZARJE)
856.0,15.5718503840489,46.3849545987888,PRIKLJ. SL. BISTRICA J. - MB
857.0,15.5712236384448,46.3822136126313,PRIKLJ. SL. BISTRICA J - CE
858.0,14.3023241843313,45.9686483616016,PRIKLJ. VRHNIKA - LJ
859.0,14.3037572640182,45.9685850945931,PRIKLJ. VRHNIKA - KP
860.0,13.7865215890693,45.5694598137186,PLAVJE - ŠKOFIJE
862.0,13.7964902257053,45.5790224854271,PRIKLJUČEK PLAVJE - MP
863.0,13.8394290666482,45.7016546345425,SEŽANA Z  -  FERNETIČI
864.0,13.8413082789902,45.7020696020671,PRIKLJ. FERNETIČI
865.0,13.9272647148356,45.8704255664491,VIPAVA - AJDOVŠČINA
866.0,13.7864890733916,45.8965623407381,PRIKLJ. SELO - AJDOVŠČINA
867.0,13.7898023647665,45.8947168518834,PRIKLJ.SELO - VRTOJBA
868.0,15.6486140158929,46.6855084432498,PRIKLJ.ŠENTILJ - MP ŠENTILJ
869.0,15.651219809448,46.6826056618209,POČIVALIŠČE ŠENTILJ - ŠENTILJ
870.0,14.8418279041195,45.9333363557488,IVANČNA GORICA - BIČ
873.0,15.4687429096713,45.9132723259549,PRIKLJ. DRNOVO - NM
874.0,15.468371982218,45.9136157725424,PRIKLJ. DRNOVO - ČATEŽ
875.0,15.4554475276837,45.9142171058277,SMEDNIK   -  DRNOVO
876.0,14.6051230206921,45.9788274347079,PRIKLJ. ŠMARJE - SAP NM
877.0,15.6976237605597,46.5931644538927,DRAGUČOVA - PERNICA
878.0,15.7483958230728,46.5745251039832,PRIKLJ.PERNICA - MB
880.0,13.634469948203,45.920475395834,ŠEMPETER - VRTOJBA
881.0,16.1083013341268,46.5919669693838,PRIKLJ. VUČJA VAS - MB
882.0,16.1068946372747,46.5940229067391,PRIKLJ. VUČJA VAS  - MS
884.0,16.4342943748185,46.5824721420198,DOLGA VAS - LENDAVA
885.0,16.4429533664245,46.5547693379751,PRIKLJ. LENDAVA - MS
886.0,16.4446672422191,46.5559532707281,PRIKLJ. LENDAVA - PINCE
887.0,16.1580009483418,46.6330392816866,PRIKLJ. MURSKA SOBOTA - MB
888.0,16.1561204048593,46.634884690975,PRIKLJ. MURSKA SOBOTA - LENDAVA
889.0,15.6870714580307,46.5596432430903,DRAGUČOVA - MB (ZRKOVSKA)
890.0,15.7715813296964,46.4469916360967,MARJETA - ZLATOLIČJE
891.0,,,LJ (LESKOŠKOVA C. - ŠMARTINSKA)
893.0,13.9136174106219,45.5806354824593,KOZINA - KASTELEC
894.0,14.0533320533222,45.7576219865885,RAZCEP NANOS
895.0,14.0513628864247,45.7570028101339,RAZCEP NANOS
896.0,15.4388290011612,46.2920997188208,SL.KONJICE - DRAMLJE
897.0,14.2629856026497,45.8775415049612,LOGATEC - UNEC
900.0,15.6201031368765,46.568250169241,MB (OTOK) - MB (KOROŠKI MOST)
901.0,13.6337759681368,45.5304206916415,JAGODJE-VALETA
902.0,14.0062262641292,46.4489150700309,KRAJE - HRUŠICA
903.0,15.0352501968803,45.9229815761136,TREBNJE - MIRNA
904.0,15.1587112914669,46.2566133712235,ŽALEC - VRBENSKO POLJE
905.0,15.6652039026074,46.5015357897586,HOČE - PRIKLJ.  ROGOZA
906.0,15.6543610662279,46.4634062686708,SLIVNICA - FRAM
907.0,16.4523460817857,46.5533997035435,DOL. LAKOŠ - LENDAVA
908.0,13.6264094349343,45.9090774870986,D.VRTOJBA -  GORNJI MIREN
909.0,14.3066921287195,45.814423414167,UNEC - RAKEK
910.0,15.6151149767456,46.239081657879,TEKAČEVO - ROGAŠKA SLAT.
911.0,15.8511069188854,46.3967980082478,HAJDINA - TURNIŠČE
912.0,15.6359495996063,46.494496117856,SP.HOČE - ZG.HOČE
913.0,14.3540671421064,46.2629833524936,KOKRICA - KRANJ
914.0,13.5279352030174,46.2457713678972,ROBIČ - STARO SELO
915.0,14.9489229473432,46.2396117868283,VRANSKO - LOČICA
916.0,14.5889417805448,46.1412141917514,DOMŽALE - STOB
917.0,13.9000522039938,45.8819636522821,AJDOVŠČINA  (OBVOZNICA)
918.0,14.5791776282689,46.1622959727568,MENGEŠ (KOLODVORSKA C.) - LOKA
919.0,15.2507414054187,45.8490063255508,OTOČEC - KRONOVO
920.0,15.0605514750167,45.7783911690942,SOTESKA - STRAŽA
921.0,15.0655320762596,46.5019772069745,KOTLJE - STARI TRG
922.0,15.1967037114832,45.8278507980729,MAČKOVEC - LEŠNICA
923.0,15.2099266731135,46.6141535486709,RADLJE
924.0,14.3207547767522,46.1638192029591,OBVOZNICA ŠKOFJA LOKA
925.0,15.0559333262301,45.9010181627597,GRM - TREBNJE
926.0,14.2276116757666,45.5756082240672,ILIRSKA BISTRICA (NIKOLA TESLA)
927.0,15.8900697656362,46.4384362890159,ROGOZNICA - JANEŽOVCI
928.0,15.8809963383919,46.4253799372949,PTUJ - ROGOZNICA
929.0,15.095180419086,45.8662055947568,ŠENTJURIJ-MIRNA PEČ
930.0,14.0011555005081,46.2892963531912,SOTESKA - BITNJE
931.0,15.4838201371225,45.9334004317497,LESKOVEC - DRNOVO
932.0,15.3293960092199,46.0000052911492,BOŠTANJ - IMPOLJCA
2001.0,14.8637331195883,46.1854780882038,TROJANE  -  BLAGOVICA
2004.0,15.3421581779652,46.2545528794323,DRAMLJE - LJUBEČNA
2005.0,15.6261410740261,46.4187323847755,FRAM - SL.BISTRICA-SEVER
2006.0,15.5919992100599,46.3918604899258,SL.BISTRICA - SEVER-JUG
2007.0,15.7674772601376,46.5704397232238,PERNICA - LENART
2009.0,16.1839943957038,46.6349589880199,MURSKA SOBOTA - LIPOVCI
2010.0,16.5130181974672,46.5239655230004,LENDAVA - PINCE
2011.0,16.0429714244004,46.5791770532054,SV.JURIJ OB ŠČAVNICI - VUČJA VAS
2101.0,13.9485255289423,45.61697316409,DIVAČA - KOZINA
2103.0,14.2917082268921,45.9460256922721,VRHNIKA - LOGATEC
2105.0,14.1444718341337,45.7635671955157,POSTOJNA - RAZDRTO
2106.0,14.0686693384579,45.759853349914,RAZDRTO - NANOS
2108.0,14.0408128317713,45.7455142306466,NANOS  -  SENOŽEČE
2109.0,13.9747733531627,45.678975808267,GABRK  -  DIVAČA
2110.0,14.0463333017443,45.7579598170107,NANOS - (RAZDRTO) - PODNANOS - VIPAVA
2201.0,14.1712710746564,46.3570978839889,LESCE - RADOVLJICA
2302.0,15.584337669133,45.8940940792205,DRNOVO  -  BREŽICE
2303.0,14.625005844192,45.9738193171437,ŠMARJE SAP - CIKAVA
2401.0,14.5795039114096,46.0748049313208,SNEBERJE - LJ (ZADOBRAVA)
